,0,1
0,0x699d8598b0fbd37e69d68a541564501853401dab,753.160295012277
1,0xe0d62cc9233c7e2f1f23fe8c77d6b4d1a265d7cd,22.31496492864692
2,0x5c48f8a49f8abf43a2201b037a470b84637d99b3,1136.2778645533908
3,0xd846267f56202d9da0047999749b57cfac06eff7,230.33964621773546
4,0xc78cfa439ed0a108d4854089bf3b0556a06b4674,1.5498007257290685
5,0xb6825b1d069824678db46477d2a35d4b6445a66b,41.77289577693253
6,0x292b78a5ad6214971c0ec79cb9d7eb3cf20957fb,29.16919204428908
7,0x56729b3ece444f2e0a7a733d4c7f56d69cc0df0e,8.859901681227328
8,0x6d3a7862a776ba87edcb975557e8191b4e3c77d2,41.701170476466515
9,0x7bd08d966c2c74e4de63109568c1d9d79b2fc7a6,8.855175107327963
10,0x648cb3eda2cd223789fa87739f50536367588f9a,8.854641380538192
11,0x733515c38d815b428a8ebe3d9d11f5dd5e8356d0,41.68287538182939
12,0x57ee38b817d709d118abf71dd148eb0198cf9e88,41.68287538182939
13,0x8a8216fe132e4bde2363eedc4f97ea204f986a8d,41.68287538182939
14,0x5a6828f860ebfb8edd2a18d43043dc1a8fc3ddb2,8.845253997012925
15,0x214ea4687a4b93843de66eb68a2a2619aabb1613,8.844693906233775
16,0x0047be923f60b2c3aa87b92636e1d0a215a59ed9,41.67174336043165
17,0xf14088b5636a7326467a27e15536e8a6f1ec5421,41.67174336043165
18,0xf6ea0b9a1ba5090accfd57a6508304427a67bea3,41.67174336043165
19,0xc7aeeb28c7381ac369b92f4ea63324788744a8c1,8.839127895534906
20,0x52833d3ad39984f9fca056da59ace9fd1e546949,41.65725421921628
21,0x0c3cdba0c8c62d364402f52f75eec516d08aebd2,41.65725421921628
22,0xf681798fc3f51c5fa3c240677a116e75c647a0d7,8.831186874784231
23,0x9fb73945d2771403c93b7ba70051d65242a185b5,8.829897778137852
24,0x3a65b714f9f58e61feffbb86b7dbf922b706b272,8.830573282463227
25,0xbe5e32ed5f5112baeabee15d09a73263dc202998,8.767739994304307
26,0x722e895a12d2a11be99ed69dbc1fedbb9f3cd8fe,0.04118592643177718
27,0x0e304d65ed22c4187254d9b4bed1693431a568c3,0.004118592643177635
28,0xb1e9d641249a2033c37cf1c241a01e717c2f6c76,19857.182262723152
29,0xd0793c144c7e09c3d7e0da7a8384c31d0577f838,138.11632366665793
30,0x124d05e1cf1316141463224e3b9a9592044ee325,2.664858569002936
31,0x49e53fb3d5bf1532febad88a1979e33a94844d1d,1.1776138951696686
32,0x595f16d20959880bfede2c95adb86762f5d155da,0.23539964284491058
33,0xb9e28d206a8b83d49adc829cf9436967e2271cbb,0.0
34,0x82e9a55afb16a26ff840e83dec37e7088774c8ee,0.09439114787528767
35,0x03572f17c8e8ac3d5e5f767bff74dca89f310225,0.1617777875273409
36,0xbe318638503759fd8c95162464bc3393f7eafd8b,2.9292316772086355
37,0x55866c1fa489d2d1150d27e76c3564b1a4b32343,0.5788291852962179
38,0x20bcf2fecd3922a1d0d6205e8ca1a90a06a09c54,11.70373208339058
39,0x2689b87a77c1293dda9a0166123605c360cb68c5,9.548476627297457
40,0x8da057fd5f61b39e04b6f3daba5b79d4b530f963,48.771312884324274
41,0x96d9ebf8c3440b91ad2b51bd5107a495ca0513e5,1950.9039419600185
42,0x6d704415e607cf44916fa566614e76f72c53392f,6.010265330391394
43,0x69957afc770b5fdfdcb8288f632c8ca7a518b833,0.6863282483318552
44,0x01d0e582477f45f73748a84ce1f6e448009bdd91,6.009659000934079
45,0xba9988b3281180bad9ab1474dd042fec69321805,6.009048638053527
46,0x531c64cc8796d85e79f96a4507652f67a75bbc02,4.249528042082793
47,0x6443e4c4bf9e564936ec3951be270d6331cb17eb,5.9537149879617655
48,0x5894bce64c48d36458939ba9076ce1aacf54b686,5.95319787452332
49,0x0c99871384e89b035a533cdf6c5fade17fa107fc,5.952231023538334
50,0xb193ee131dc3b9b2f7b98ae94a9445c5bf85ff9f,5.951500717137902
51,0x1c48e6916e64edca7e8e7903d327ce43df1318cd,11.380902817939827
52,0x017e26488b7bb3b1ff9d61f3496458a17cda83bc,5.950547287369886
53,0x17a4f3fc1d2602cdf475f2c6fb2e04ed1f6e0643,5.948792892236457
54,0x083f5992d1ba3440d5acb2138a4ae37876a115bd,0.3336189299493234
55,0xc54570b8eb8138ace95132b944b7b6bb391976dc,1419.0852957096579
56,0x2d73f6d059a7e9dbe22b3af69c850cb302fa268a,2.38955584895943
57,0x164a096d35074e4c66ce9e0c01998878215d96ab,2.3940854002910625
58,0x40633915b415eec1339eb5cb8f03e49bcc488e61,2.3935195904669535
59,0x3f341eccd6ea3a4ca1009c1c937ba12ecb8ebc77,20.690630172285054
60,0xbfdc6b6ab2567261520e68389253f8119e215b66,0.0003524453757847931
61,0xbe95118ade82ec74248a44884a4253fd0417ff68,0.00018251235303044
62,0x691a3b34a83b017609d6d449c26fcb2fec70ed62,0.0
63,0x09e69645527c936fbbb2ae2d5078ef7e3d0443fa,6.440629178876642e-06
64,0x85bfd68afce6c91c0ebe74eb6fd05861778da545,0.0003093222895031001
65,0xd658c1a1fd34319518812d39f90c05dfe1238a55,4.435361504936061e-05
66,0xead72819c65a01f67de6986ce0eeadd2285e538d,7.129277720161469e-06
67,0x97293be5c173e99136a24575353833977cdea277,5.941807373007262e-06
68,0xa1d43f8683faf8382433e6b76b4923ae76f7bd5b,0.0015912110769802778
69,0xca12f90047176053a219a0046091478de20b3e87,0.0
70,0xd3389621e2644e85cff84fcbca2d84a949f5ef18,1.1135748495004325
71,0x012345e6fa44eed2df2443c739e65165861e0842,0.21006626249058433
72,0x4dfbd563f7055b8ec1666a41e07a36f0f9f98b22,2.213277909189274
73,0x6cb37d07f9314d47e81a8eb4447120e7521f9dea,2.206864768544605
74,0x5c951c03c0f66a9e38110de89857d9d05c972f86,15.66895316414844
75,0x2416cf24497e42143baf2345d02899bfec67a707,2.1871352302139355
76,0xe3c0f1a786e97cf0cac36d8fb0736905a1e681b6,1.3113386786779342
77,0x3a1f8b89f5214303d029cf3d09f6c8fa69d7401c,0.3924744210520069
78,0xf7aa4c71cd2871c566abfcc94ebfadfa19f57917,1.0926630070726395
79,0x73489f06af6105cc6816c8f5bc2c063df9a643e7,0.396204065082874
