"Txhash","UnixTimestamp","DateTime","From","To","Value","ContractAddress","TokenName","TokenSymbol"
"0x47a7d648412d328ba43e470264b544132a5070d0edf247c186af941dc3de81d6","1634257730","2021-10-15 00:28:50","0x9408f9838a46639e9ed9ed0dc1bd7b48f64271ec","0x45969104ef4561cee269b334d8cb7a99206a09e5","1,497.999999999999999999","0xda10009cbd5d07dd0cecc66161fc93d7c9000da1","Dai Stablecoin","DAI"
"0x47a7d648412d328ba43e470264b544132a5070d0edf247c186af941dc3de81d6","1634257730","2021-10-15 00:28:50","0x45969104ef4561cee269b334d8cb7a99206a09e5","0x752748deaf25cf58b60d4c4209d7f200aee4ef14","2.990019960079840311","0xda10009cbd5d07dd0cecc66161fc93d7c9000da1","Dai Stablecoin","DAI"
"0x47a7d648412d328ba43e470264b544132a5070d0edf247c186af941dc3de81d6","1634257730","2021-10-15 00:28:50","0x45969104ef4561cee269b334d8cb7a99206a09e5","0xb0be5d911e3bd4ee2a8706cf1fac8d767a550497","1,495.009980039920155988","0xda10009cbd5d07dd0cecc66161fc93d7c9000da1","Dai Stablecoin","DAI"
"0x47a7d648412d328ba43e470264b544132a5070d0edf247c186af941dc3de81d6","1634257730","2021-10-15 00:28:50","0x7a512d3609211e719737e82c7bb7271ec05da70d","0x45969104ef4561cee269b334d8cb7a99206a09e5","0.388937517644941993","0x4200000000000000000000000000000000000006","Ether","ETH"
"0x47a7d648412d328ba43e470264b544132a5070d0edf247c186af941dc3de81d6","1634257730","2021-10-15 00:28:50","0x45969104ef4561cee269b334d8cb7a99206a09e5","0x752748deaf25cf58b60d4c4209d7f200aee4ef14","0.000776319284994799","0x4200000000000000000000000000000000000006","Ether","ETH"
"0x47a7d648412d328ba43e470264b544132a5070d0edf247c186af941dc3de81d6","1634257730","2021-10-15 00:28:50","0x45969104ef4561cee269b334d8cb7a99206a09e5","0xffbd695bf246c514110f5dae3fa88b8c2f42c411","0.388159642497399946","0x4200000000000000000000000000000000000006","Ether","ETH"
"0x47a7d648412d328ba43e470264b544132a5070d0edf247c186af941dc3de81d6","1634257730","2021-10-15 00:28:50","0x7a512d3609211e719737e82c7bb7271ec05da70d","0x45969104ef4561cee269b334d8cb7a99206a09e5","1,436.599754","0x94b008aa00579c1307b0ef2c499ad98a8ce58e58","Tether USD","USDT"
"0x47a7d648412d328ba43e470264b544132a5070d0edf247c186af941dc3de81d6","1634257730","2021-10-15 00:28:50","0x45969104ef4561cee269b334d8cb7a99206a09e5","0x9408f9838a46639e9ed9ed0dc1bd7b48f64271ec","1,436.599754","0x94b008aa00579c1307b0ef2c499ad98a8ce58e58","Tether USD","USDT"
"0xa3620467431b7b5076bf5adc05f56058b7affee1752978571a21492f8e48998d","1634257840","2021-10-15 00:30:40","0xd8b62078a5b6219532a9a5f68cdb7cffaad07e9f","0x45969104ef4561cee269b334d8cb7a99206a09e5","0.03006","0x4200000000000000000000000000000000000006","Ether","ETH"
"0xa3620467431b7b5076bf5adc05f56058b7affee1752978571a21492f8e48998d","1634257840","2021-10-15 00:30:40","0x45969104ef4561cee269b334d8cb7a99206a09e5","0x752748deaf25cf58b60d4c4209d7f200aee4ef14","0.000059999999655392","0x4200000000000000000000000000000000000006","Ether","ETH"
